 Average of Dew PointC ,Volume Share of Category
16,0.092364991
16.42857143,0.103431742
15.16666667,0.129832239
9,0.145930875
13.57142857,0.104763095
10.57142857,0.089586679
9.142857143,0.132715202
15,0.164681946
12.85714286,0.122874881
10.28571429,0.097821712
8.571428571,0.141310068
4.75,0.124747843
8.285714286,0.124265833
10.42857143,0.137193028
8.571428571,0.130942294
10.71428571,0.110532739
12.71428571,0.132060809
8.285714286,0.138475299
12.42857143,0.105221948
10.57142857,0.097828996
7.285714286,0.11167323
11.57142857,0.110264512
12.71428571,0.11869098
13.14285714,0.123574534
13.66666667,0.105448406
11,0.100649873
11,0.096166508
12,0.135339211
11.8,0.119700218
11,0.093700164
12.28571429,0.089718894
12,0.094073309
13.28571429,0.088789084
14,0.105244219
16.14285714,0.092614485
16.85714286,0.090307833
16.42857143,0.108881656
17.66666667,0.097739323
15.85714286,0.085865605
16.85714286,0.081436698
19.28571429,0.093759482
18.16666667,0.093409803
17.57142857,0.095192756
16.71428571,0.106416886
17.42857143,0.093185804
18.85714286,0.077642406
18.5,0.08702656
18,0.096340419
18.28571429,0.091600456
19.14285714,0.090423409
18,0.093546387
16.57142857,0.105495943
19.14285714,0.090978635
17,0.094305266
14.85714286,0.1099653
9,0.121062759
8.285714286,0.084788231
7.142857143,0.081734174
6,0.096471188
3,0.104425018
10.28571429,0.100747785
6.285714286,0.100383906
8.285714286,0.13489671
3.4,0.109674841
10,0.079085814
11,0.081823767
13.14285714,0.091341939
8,0.097740451
13,0.102917423
6.571428571,0.115548933
11.71428571,0.112826992
10,0.085749774
14,0.084753177
11,0.080856357
12.85714286,0.11581195
11,0.126681859
10.8,0.097960692
13.85714286,0.085351283
10.71428571,0.072604457
11.85714286,0.068972092
10.85714286,0.071522359
12.57142857,0.061048508
13.28571429,0.079018144
12.85714286,0.084419789
12.42857143,0.090508402
13.33333333,0.079300989
14.85714286,0.06896696
14,0.069149564
16.14285714,0.085200823
18.6,0.095274864
15.85714286,0.079725076
16.85714286,0.077094285
16.85714286,0.086887722
18.71428571,0.082030711
18,0.085347136
17.14285714,0.097930291
16.85714286,0.08644628
16.71428571,0.062006113
18.25,0.06201967
16.71428571,0.077684638
15.85714286,0.072787024
17,0.058775199
15,0.065144429
14.28571429,0.080484153
15.57142857,0.073690708
14.57142857,0.066121705
16.57142857,0.091656635
16.5,0.081670275
10.71428571,0.093167085
11.14285714,0.105094945
10.71428571,0.096668557
9.75,0.078236084
11.85714286,0.090078676
12.28571429,0.090025791
6.428571429,0.095260904
6.428571429,0.085458248
5,0.034683946
0.285714286,0.033123187
7.285714286,0.034596857
6.2,0.034557611
8.571428571,0.035841526
6.142857143,0.036692653
7.142857143,0.03093656
6.4,0.03439746
10.28571429,0.032202357
10.85714286,0.03119401
11.14285714,0.025411096
11.85714286,0.028321285
14,0.027342922
9.571428571,0.031588659
7.714285714,0.027195827
12,0.029730935
12.66666667,0.025026068
13.14285714,0.027157409
13.85714286,0.026523146
13.42857143,0.026180509
14.5,0.024830389
14,0.02608386
14.42857143,0.024657065
14.57142857,0.024974918
16.42857143,0.032569975
17,0.027913821
17.28571429,0.025940286
15.85714286,0.030400787
16.42857143,0.031214776
14.25,0.034043602
14.14285714,0.030758728
15.85714286,0.041857006
15.57142857,0.041154076
16.85714286,0.041431265
18.28571429,0.036415843
16.42857143,0.034988903
16.28571429,0.031113594
12.57142857,0.035339469
14.5,0.039652976
12.71428571,0.038380439
11.57142857,0.040492251
13.57142857,0.048670934
11.8,0.043639056
11.57142857,0.045174887
12.85714286,0.045350627
12,0.046352613
9.714285714,0.049042465
6.857142857,0.049610318
4.428571429,0.052155811
8.571428571,0.043614127
6,0.047364803
9.333333333,0.044333544
9.142857143,0.043784112
3.857142857,0.041637977
9.857142857,0.043075798
12,0.037036289
9,0.044218365
11.14285714,0.046252443
11.71428571,0.052912692
12.83333333,0.058437034
12.28571429,0.059458697
11.57142857,0.046963251
12.14285714,0.046336014
11.71428571,0.047761277
11,0.04269232
10.28571429,0.051457643
11.85714286,0.046552322
12.28571429,0.042649113
10,0.041480414
11.42857143,0.036381988
9.285714286,0.036153942
13,0.03679769
15.28571429,0.034199091
13.71428571,0.042377318
14.42857143,0.033887152
14.42857143,0.036892649
16.42857143,0.040324711
17,0.036678812
17.42857143,0.032687988
16.85714286,0.035414903
17,0.043713336
17.6,0.040683484
17.42857143,0.039228107
17.14285714,0.04219914
17.14285714,0.038906675
16.57142857,0.041912458
19,0.034993984
17.57142857,0.037331963
18,0.034756698
16.71428571,0.03613746
16,0.038426312
17.85714286,0.04865716
16,0.045785668
16.42857143,0.049723034
15.16666667,0.051605289
9,0.05312409
13.57142857,0.052584494
10.57142857,0.04885753
9.142857143,0.048308692
15,0.050787262
12.85714286,0.051236754
10.28571429,0.049261635
8.571428571,0.057993313
4.75,0.050497467
8.285714286,0.051995538
10.42857143,0.056251299
8.571428571,0.051802241
10.71428571,0.052033416
12.71428571,0.050523228
8.285714286,0.048440484
12.42857143,0.051837785
10.57142857,0.047962476
7.285714286,0.051331457
11.57142857,0.054058642
12.71428571,0.042596905
13.14285714,0.042730271
13.66666667,0.049613626
11,0.040929839
11,0.047618757
12,0.041767333
11.8,0.042636032
11,0.036988569
12.28571429,0.046684392
12,0.047252302
13.28571429,0.03991063
14,0.039054374
16.14285714,0.043050218
16.85714286,0.035476601
16.42857143,0.034041542
17.66666667,0.033698084
15.85714286,0.030450457
16.85714286,0.036092236
19.28571429,0.032430107
18.16666667,0.033759045
17.57142857,0.034839786
16.71428571,0.032596084
17.42857143,0.031684667
18.85714286,0.031556209
18.5,0.03041503
18,0.030270285
18.28571429,0.03489236
19.14285714,0.034483882
18,0.033518024
16.57142857,0.02725032
19.14285714,0.027126253
17,0.029164483
14.85714286,0.02976635
9,0.030585937
8.285714286,0.032930525
7.142857143,0.040637914
6,0.035898466
3,0.038524858
10.28571429,0.035346814
6.285714286,0.037351369
8.285714286,0.034202511
3.4,0.038273724
10,0.032241404
11,0.042848109
13.14285714,0.039134154
8,0.038969285
13,0.046058214
6.571428571,0.044019858
11.71428571,0.039499932
10,0.037010865
14,0.037829401
11,0.043143396
12.85714286,0.045393883
11,0.039133933
10.8,0.041502219
13.85714286,0.037136383
10.71428571,0.035422374
11.85714286,0.034370767
10.85714286,0.031928269
12.57142857,0.042428201
13.28571429,0.038871
12.85714286,0.037471724
12.42857143,0.039704597
13.33333333,0.035411645
14.85714286,0.02839836
14,0.032235014
16.14285714,0.028550275
18.6,0.026868601
15.85714286,0.030030564
16.85714286,0.033115613
16.85714286,0.03473344
18.71428571,0.033073135
18,0.031720994
17.14285714,0.026973743
16.85714286,0.029424769
16.71428571,0.029461863
18.25,0.030793139
16.71428571,0.030119794
15.85714286,0.031247216
17,0.034435641
15,0.035515822
14.28571429,0.024370031
15.57142857,0.031303825
14.57142857,0.032135264
16.57142857,0.032266161
16.5,0.037115862
10.71428571,0.035656881
11.14285714,0.038688619
10.71428571,0.038397162
9.75,0.036920104
11.85714286,0.031597765
12.28571429,0.034468674
6.428571429,0.039456566
6.428571429,0.040407469
5,0.015795833
0.285714286,0.011292957
7.285714286,0.011944749
6.2,0.015077543
8.571428571,0.009092189
6.142857143,0.014659039
7.142857143,0.010578063
6.4,0.007693095
10.28571429,0.003876456
10.85714286,0.003739371
11.14285714,0.002506376
11.85714286,0.001507391
14,0.000953262
9.571428571,0.000389279
7.714285714,0.000100519
12,0.000373016
12.66666667,0.000463685
13.14285714,8.35E-05
13.85714286,0.000178694
13.42857143,0.000269917
14.5,7.24E-05
14,0
14.42857143,8.98E-05
14.57142857,7.81E-05
16.42857143,0.00075454
17,0.000375997
17.28571429,0.000474956
15.85714286,0.000263607
16.42857143,0.004833337
14.25,0.00191502
14.14285714,0.000341184
15.85714286,0.000515967
15.57142857,0.000523008
16.85714286,0.000263655
18.28571429,0.000275371
16.42857143,0.00023222
16.28571429,0.000235781
12.57142857,0.001859814
14.5,0.002046137
12.71428571,0.001804151
11.57142857,0.002125905
13.57142857,0.002750006
11.8,0.002598807
11.57142857,0.003916554
12.85714286,0.006924405
12,0.003674372
9.714285714,0.003706743
6.857142857,0.00793866
4.428571429,0.003073855
8.571428571,0.003572506
6,0.002711374
9.333333333,0.002744278
9.142857143,0.002445214
3.857142857,0.001228074
9.857142857,0.00147955
12,0.003201616
9,0.00193849
11.14285714,0.003359725
11.71428571,0.003625095
12.83333333,0.00372411
12.28571429,0.003558219
11.57142857,0.009686276
12.14285714,0.006499775
11.71428571,0.007489802
11,0.010605448
10.28571429,0.015804135
11.85714286,0.037793914
12.28571429,0.040009916
10,0.037334505
11.42857143,0.048319848
9.285714286,0.05447037
13,0.066898373
15.28571429,0.07422473
13.71428571,0.088802529
14.42857143,0.082187401
14.42857143,0.072147306
16.42857143,0.086862652
17,0.091469625
17.42857143,0.126592951
16.85714286,0.104516575
17,0.116086304
17.6,0.10244465
17.42857143,0.098596496
17.14285714,0.108236181
17.14285714,0.129552218
16.57142857,0.157529115
19,0.133536908
17.57142857,0.134446563
18,0.124662251
16.71428571,0.120193164
16,0.126880753
17.85714286,0.146504687
16,0.186989864
16.42857143,0.18395763
15.16666667,0.19567246
9,0.255446572
13.57142857,0.210728344
10.57142857,0.201513205
9.142857143,0.257986114
15,0.318244435
12.85714286,0.209743831
10.28571429,0.203243599
8.571428571,0.251946602
4.75,0.276571713
8.285714286,0.330438005
10.42857143,0.218087868
8.571428571,0.215239803
10.71428571,0.207964809
12.71428571,0.227474249
8.285714286,0.224247833
12.42857143,0.185870589
10.57142857,0.176541482
7.285714286,0.200460154
11.57142857,0.212946506
12.71428571,0.200658048
13.14285714,0.201464001
13.66666667,0.194818644
11,0.175719911
11,0.190166579
12,0.156511615
11.8,0.160108416
11,0.198031829
12.28571429,0.175502588
12,0.188976351
13.28571429,0.221178304
14,0.20309633
16.14285714,0.165614808
16.85714286,0.159017677
16.42857143,0.172604224
17.66666667,0.197208831
15.85714286,0.251924922
16.85714286,0.202058604
19.28571429,0.210945613
18.16666667,0.193093292
17.57142857,0.171648983
16.71428571,0.180286104
17.42857143,0.180149255
18.85714286,0.181019167
18.5,0.152120405
18,0.192589918
18.28571429,0.156649617
19.14285714,0.168654711
18,0.163354115
16.57142857,0.14984365
19.14285714,0.161701418
17,0.163886121
14.85714286,0.189909412
9,0.254280716
8.285714286,0.165932164
7.142857143,0.185915891
6,0.254013124
3,0.294591305
10.28571429,0.161097416
6.285714286,0.178908198
8.285714286,0.211787079
3.4,0.221700376
10,0.273613709
11,0.187709103
13.14285714,0.174071382
8,0.194001294
13,0.157249209
6.571428571,0.195132999
11.71428571,0.180625038
10,0.161553562
14,0.189764232
11,0.182868629
12.85714286,0.193805484
11,0.168042732
10.8,0.180799971
13.85714286,0.188765144
10.71428571,0.171044813
11.85714286,0.157197355
10.85714286,0.174775415
12.57142857,0.177358051
13.28571429,0.145263767
12.85714286,0.163170994
12.42857143,0.178581643
13.33333333,0.191678495
14.85714286,0.167821336
14,0.173896212
16.14285714,0.15044826
18.6,0.192693381
15.85714286,0.219023638
16.85714286,0.199235341
16.85714286,0.139836914
18.71428571,0.1409181
18,0.141613092
17.14285714,0.140995367
16.85714286,0.13879593
16.71428571,0.161283659
18.25,0.139741188
16.71428571,0.144888266
15.85714286,0.155054447
17,0.140910834
15,0.151730164
14.28571429,0.156120309
15.57142857,0.164268442
14.57142857,0.145579066
16.57142857,0.159244857
16.5,0.192617655
10.71428571,0.140265105
11.14285714,0.155311167
10.71428571,0.171921931
9.75,0.214976814
11.85714286,0.149682888
12.28571429,0.181545452
6.428571429,0.185703536
6.428571429,0.202961249
5,0.045166331
0.285714286,0.047556996
7.285714286,0.047170263
6.2,0.052026914
8.571428571,0.046280394
6.142857143,0.060521974
7.142857143,0.059197263
6.4,0.06200727
10.28571429,0.060248202
10.85714286,0.073224513
11.14285714,0.08827165
11.85714286,0.098324727
14,0.103244696
9.571428571,0.109025526
7.714285714,0.105967966
12,0.112403389
12.66666667,0.108986085
13.14285714,0.095009099
13.85714286,0.106925171
13.42857143,0.117695041
14.5,0.126996394
14,0.123349508
14.42857143,0.130271414
14.57142857,0.117194966
16.42857143,0.152449595
17,0.144892655
17.28571429,0.155326432
15.85714286,0.142915387
16.42857143,0.157402975
14.25,0.153180883
14.14285714,0.149477093
15.85714286,0.165167899
15.57142857,0.187053294
16.85714286,0.178256322
18.28571429,0.168085444
16.42857143,0.17729012
16.28571429,0.18837829
12.57142857,0.205586057
14.5,0.194903172
12.71428571,0.226836581
11.57142857,0.207537064
13.57142857,0.191507298
11.8,0.237350005
11.57142857,0.202883838
12.85714286,0.211842519
12,0.204318738
9.714285714,0.21711969
6.857142857,0.24382864
4.428571429,0.23859785
8.571428571,0.212136277
6,0.257570864
9.333333333,0.255741742
9.142857143,0.226467866
3.857142857,0.245657653
9.857142857,0.22103296
12,0.232671603
9,0.251056656
11.14285714,0.258487733
11.71428571,0.278937166
12.83333333,0.276440496
12.28571429,0.29800896
11.57142857,0.257402702
12.14285714,0.258966574
11.71428571,0.242284665
11,0.239721439
10.28571429,0.241574366
11.85714286,0.224524843
12.28571429,0.239304845
10,0.241597518
11.42857143,0.211786973
9.285714286,0.226676488
13,0.243209149
15.28571429,0.23809824
13.71428571,0.241865886
14.42857143,0.262346764
14.42857143,0.247257322
16.42857143,0.252332961
17,0.236520465
17.42857143,0.234896943
16.85714286,0.221753899
17,0.243803322
17.6,0.244368554
17.42857143,0.244557796
17.14285714,0.253104898
17.14285714,0.26384056
16.57142857,0.252917612
19,0.249553761
17.57142857,0.260932332
18,0.286071004
16.71428571,0.316337031
16,0.319485802
17.85714286,0.315775432
16,0.320440634
16.42857143,0.294189813
15.16666667,0.289591635
9,0.28780993
13.57142857,0.249586501
10.57142857,0.275078265
9.142857143,0.259634301
15,0.294245532
12.85714286,0.25759807
10.28571429,0.245484172
8.571428571,0.257802181
4.75,0.242532805
8.285714286,0.280793575
10.42857143,0.251158114
8.571428571,0.243516006
10.71428571,0.239570369
12.71428571,0.249269956
8.285714286,0.270841995
12.42857143,0.271029231
10.57142857,0.271538502
7.285714286,0.2720205
11.57142857,0.238869885
12.71428571,0.227735623
13.14285714,0.223747972
13.66666667,0.223372521
11,0.247893812
11,0.241820468
12,0.230300014
11.8,0.2223673
11,0.209951861
12.28571429,0.20740099
12,0.201239745
13.28571429,0.198604087
14,0.202659361
16.14285714,0.19510859
16.85714286,0.199989283
16.42857143,0.186935062
17.66666667,0.182107371
15.85714286,0.208308762
16.85714286,0.182007738
19.28571429,0.172347658
18.16666667,0.177692588
17.57142857,0.193462657
16.71428571,0.191107989
17.42857143,0.207721071
18.85714286,0.192177323
18.5,0.186109653
18,0.173681935
18.28571429,0.193951724
19.14285714,0.191921483
18,0.187962238
16.57142857,0.20945367
19.14285714,0.189891013
17,0.204833696
14.85714286,0.20282953
9,0.228414858
8.285714286,0.199132943
7.142857143,0.196476652
6,0.189717259
3,0.232855356
10.28571429,0.190713885
6.285714286,0.218326912
8.285714286,0.204699971
3.4,0.208297744
10,0.212577311
11,0.188969829
13.14285714,0.195442523
8,0.180857529
13,0.17993923
6.571428571,0.184828878
11.71428571,0.192169321
10,0.182624858
14,0.182314322
11,0.184086802
12.85714286,0.176414067
11,0.19358037
10.8,0.188158656
13.85714286,0.190076022
10.71428571,0.192568355
11.85714286,0.173119843
10.85714286,0.173986344
12.57142857,0.182647122
13.28571429,0.161487069
12.85714286,0.163782034
12.42857143,0.158698152
13.33333333,0.18052291
14.85714286,0.174542178
14,0.171351369
16.14285714,0.159858703
18.6,0.165323978
15.85714286,0.164931994
16.85714286,0.172570039
16.85714286,0.153596853
18.71428571,0.156595389
18,0.155083374
17.14285714,0.151781468
16.85714286,0.151276478
16.71428571,0.151470402
18.25,0.150109756
16.71428571,0.163277351
15.85714286,0.151321792
17,0.146003284
15,0.151889848
14.28571429,0.156019814
15.57142857,0.170426305
14.57142857,0.181628163
16.57142857,0.162800802
16.5,0.177630981
10.71428571,0.161994975
11.14285714,0.164884599
10.71428571,0.156457682
9.75,0.190339425
11.85714286,0.140771946
12.28571429,0.136301694
6.428571429,0.151610421
6.428571429,0.156103438
5,0
0.285714286,0
7.285714286,0
6.2,0
8.571428571,0
6.142857143,0
7.142857143,0
6.4,0
10.28571429,0
10.85714286,0
11.14285714,0
11.85714286,0
14,0
9.571428571,0
7.714285714,0
12,0
12.66666667,0
13.14285714,0
13.85714286,0
13.42857143,0
14.5,0
14,0
14.42857143,0
14.57142857,0
16.42857143,0
17,0
17.28571429,0
15.85714286,0
16.42857143,0
14.25,0
14.14285714,0
15.85714286,0
15.57142857,0
16.85714286,0
18.28571429,0
16.42857143,0
16.28571429,0
12.57142857,0
14.5,0
12.71428571,0
11.57142857,0
13.57142857,0
11.8,0
11.57142857,0
12.85714286,0
12,0
9.714285714,0
6.857142857,0
4.428571429,0
8.571428571,0
6,0
9.333333333,0
9.142857143,0
3.857142857,0
9.857142857,0
12,0
9,0
11.14285714,0
11.71428571,0
12.83333333,0
12.28571429,0.002131665
11.57142857,0.003628059
12.14285714,0
11.71428571,0.002304173
11,0.003149166
10.28571429,0.000569102
11.85714286,0.002574319
12.28571429,0.001557602
10,0.000142215
11.42857143,0.000974034
9.285714286,0.002021444
13,0.001877186
15.28571429,0.00037135
13.71428571,0.000124826
14.42857143,0.001260701
14.42857143,0.00128057
16.42857143,0.002214388
17,0.002151611
17.42857143,0.001753612
16.85714286,0.001111041
17,0.002647558
17.6,0.001993604
17.42857143,0.00246216
17.14285714,0.002096828
17.14285714,0.002957028
16.57142857,0.000894885
19,0.005297262
17.57142857,0.004127297
18,0.004941243
16.71428571,0.005773306
16,0.009680171
17.85714286,0.008296603
16,0.012989712
16.42857143,0.016524567
15.16666667,0.015582344
9,0.019603759
13.57142857,0.020243431
10.57142857,0.020768658
9.142857143,0.022268973
15,0.021792346
12.85714286,0.02203553
10.28571429,0.019651152
8.571428571,0.020817655
4.75,0.022563217
8.285714286,0.021271405
10.42857143,0.02272595
8.571428571,0.020906119
10.71428571,0.018488142
12.71428571,0.024707428
8.285714286,0.021129674
12.42857143,0.024139972
10.57142857,0.018673798
7.285714286,0.026634633
11.57142857,0.025953269
12.71428571,0.02943738
13.14285714,0.030314995
13.66666667,0.032507769
11,0.041231856
11,0.039541761
12,0.042797118
11.8,0.04543297
11,0.049751578
12.28571429,0.050622168
12,0.052737314
13.28571429,0.059747424
14,0.055651257
16.14285714,0.060954236
16.85714286,0.061440215
16.42857143,0.061935368
17.66666667,0.061939451
15.85714286,0.071990369
16.85714286,0.062985299
19.28571429,0.062850224
18.16666667,0.066409833
17.57142857,0.066225971
16.71428571,0.067055533
17.42857143,0.071595805
18.85714286,0.07355706
18.5,0.068346827
18,0.07284787
18.28571429,0.07390465
19.14285714,0.075137087
18,0.070091001
16.57142857,0.085202711
19.14285714,0.072664288
17,0.078000495
14.85714286,0.077137496
9,0.085117064
8.285714286,0.073689533
7.142857143,0.075132692
6,0.067926886
3,0.086074409
10.28571429,0.072676949
6.285714286,0.076811397
8.285714286,0.073867137
3.4,0.075593659
10,0.078402132
11,0.070105262
13.14285714,0.072436098
8,0.068263505
13,0.060974752
6.571428571,0.073085276
11.71428571,0.074041937
10,0.064891867
14,0.067291255
11,0.065150028
12.85714286,0.060316026
11,0.071782761
10.8,0.070625203
13.85714286,0.069426447
10.71428571,0.06383011
11.85714286,0.062162963
10.85714286,0.060584774
12.57142857,0.06037733
13.28571429,0.057002445
12.85714286,0.05637888
12.42857143,0.058406372
13.33333333,0.06876107
14.85714286,0.062187883
14,0.061515486
16.14285714,0.057128618
18.6,0.058055975
15.85714286,0.063877788
16.85714286,0.057496019
16.85714286,0.057407911
18.71428571,0.057306502
18,0.053655843
17.14285714,0.055137691
16.85714286,0.053982386
16.71428571,0.054246167
18.25,0.053585511
16.71428571,0.061751208
15.85714286,0.055460785
17,0.056702771
15,0.055698444
14.28571429,0.054446131
15.57142857,0.05809428
14.57142857,0.059612035
16.57142857,0.055527065
16.5,0.064376885
10.71428571,0.051820573
11.14285714,0.051333758
10.71428571,0.051114828
9.75,0.063124405
11.85714286,0.046781529
12.28571429,0.047311163
6.428571429,0.047943901
6.428571429,0.052048024
5,0
0.285714286,0
7.285714286,0
6.2,0
8.571428571,0
6.142857143,0
7.142857143,0
6.4,0
10.28571429,0
10.85714286,0
11.14285714,0
11.85714286,0
14,0
9.571428571,0
7.714285714,0
12,0
12.66666667,0
13.14285714,0
13.85714286,0
13.42857143,0
14.5,0
14,0
14.42857143,0
14.57142857,0
16.42857143,0
17,0
17.28571429,0
15.85714286,0
16.42857143,0
14.25,0
14.14285714,0
15.85714286,0
15.57142857,8.72E-05
16.85714286,0.000571594
18.28571429,0.002548715
16.42857143,0.004763366
16.28571429,0.007824755
12.57142857,0.008031382
14.5,0.007409512
12.71428571,0.009501231
11.57142857,0.014434438
13.57142857,0.019261596
11.8,0.021252998
11.57142857,0.024468033
12.85714286,0.021531617
12,0.021061535
9.714285714,0.023556957
6.857142857,0.028302607
4.428571429,0.02312719
8.571428571,0.02405482
6,0.024311806
9.333333333,0.026731329
9.142857143,0.024184506
